month;cpv_division;division_name;tender_count
2024-08;15;Artykuły spożywcze i napoje;244
2024-08;9;Produkty naftowe, paliwa i energia;225
2024-08;90;Usługi środowiskowe i sanitarne;222
2024-08;30;Sprzęt komputerowy i biurowy;220
2024-08;79;Usługi biznesowe i doradcze;210
2024-08;50;Usługi napraw i konserwacji;127
2024-08;31;Sprzęt elektryczny;126
2024-08;48;Pakiety oprogramowania;125
2024-08;80;Usługi edukacyjne;115
2024-08;38;Sprzęt laboratoryjny i naukowy;108
2024-08;85;Usługi zdrowotne i społeczne;100
2024-08;66;Usługi finansowe i ubezpieczeniowe;87
2024-08;77;Usługi rolnicze i leśne;81
2024-08;32;Sprzęt elektroniczny i telekomunikacyjny;80
2024-08;72;Usługi informatyczne;72
2024-08;42;Maszyny przemysłowe;65
2024-08;44;Materiały budowlane;60
2024-08;24;Produkty chemiczne;54
2024-08;22;Drukowane materiały i produkty poligraficzne;49
2024-08;3;Produkty rolne, łowieckie i rybne;43
2024-08;14;Górnictwo i minerały;40
2024-08;35;Sprzęt bezpieczeństwa i ochrony;37
2024-08;16;Maszyny rolnicze;36
2024-08;98;Pozostałe usługi komunalne i osobiste;34
2024-08;18;Odzież i obuwie;33
2024-08;37;Sprzęt sportowy i rekreacyjny;31
2024-08;92;Usługi rekreacyjne i kulturalne;27
2024-08;63;Usługi spedycji i logistyki;26
2024-08;64;Usługi pocztowe i telekomunikacyjne;24
2024-08;43;Maszyny górnicze;21
2024-08;73;Usługi badawczo-rozwojowe;11
2024-08;70;Usługi w zakresie nieruchomości;10
2024-08;19;Wyroby skórzane i tekstylne;6
2024-08;75;Usługi administracji publicznej;6
2024-08;51;Usługi instalacyjne;5
2024-08;41;Woda i usługi wodne;1
2024-08;65;Usługi komunalne (gaz, woda, energia);1
2024-09;45;Roboty budowlane;2730
2024-09;33;Sprzęt medyczny i farmaceutyczny;721
2024-09;71;Usługi architektoniczne i inżynieryjne;537
2024-09;34;Sprzęt transportowy i pojazdy;490
2024-09;90;Usługi środowiskowe i sanitarne;388
2024-09;39;Meble i wyposażenie wnętrz;318
2024-09;9;Produkty naftowe, paliwa i energia;293
2024-09;30;Sprzęt komputerowy i biurowy;277
2024-09;31;Sprzęt elektryczny;269
2024-09;79;Usługi biznesowe i doradcze;222
2024-09;15;Artykuły spożywcze i napoje;206
2024-09;55;Usługi hotelarskie i restauracyjne;176
2024-09;38;Sprzęt laboratoryjny i naukowy;162
2024-09;80;Usługi edukacyjne;155
2024-09;50;Usługi napraw i konserwacji;154
2024-09;66;Usługi finansowe i ubezpieczeniowe;142
2024-09;48;Pakiety oprogramowania;133
2024-09;44;Materiały budowlane;111
2024-09;85;Usługi zdrowotne i społeczne;111
2024-09;72;Usługi informatyczne;104
2024-09;32;Sprzęt elektroniczny i telekomunikacyjny;91
2024-09;3;Produkty rolne, łowieckie i rybne;89
2024-09;77;Usługi rolnicze i leśne;83
2024-09;42;Maszyny przemysłowe;82
2024-09;60;Usługi transportu drogowego;80
2024-09;18;Odzież i obuwie;61
2024-09;64;Usługi pocztowe i telekomunikacyjne;55
2024-09;35;Sprzęt bezpieczeństwa i ochrony;49
2024-09;14;Górnictwo i minerały;44
2024-09;24;Produkty chemiczne;44
2024-09;98;Pozostałe usługi komunalne i osobiste;40
2024-09;37;Sprzęt sportowy i rekreacyjny;37
2024-09;16;Maszyny rolnicze;34
2024-09;22;Drukowane materiały i produkty poligraficzne;33
2024-09;92;Usługi rekreacyjne i kulturalne;31
2024-09;43;Maszyny górnicze;27
2024-09;63;Usługi spedycji i logistyki;27
2024-09;70;Usługi w zakresie nieruchomości;18
2024-09;19;Wyroby skórzane i tekstylne;10
2024-09;73;Usługi badawczo-rozwojowe;9
2024-09;75;Usługi administracji publicznej;8
2024-09;51;Usługi instalacyjne;3
2024-09;41;Woda i usługi wodne;1
2024-09;65;Usługi komunalne (gaz, woda, energia);1
2024-10;45;Roboty budowlane;2559
2024-10;33;Sprzęt medyczny i farmaceutyczny;951
2024-10;90;Usługi środowiskowe i sanitarne;928
2024-10;71;Usługi architektoniczne i inżynieryjne;681
2024-10;34;Sprzęt transportowy i pojazdy;590
2024-10;9;Produkty naftowe, paliwa i energia;566
2024-10;30;Sprzęt komputerowy i biurowy;463
2024-10;79;Usługi biznesowe i doradcze;413
2024-10;39;Meble i wyposażenie wnętrz;409
2024-10;15;Artykuły spożywcze i napoje;402
2024-10;48;Pakiety oprogramowania;241
2024-10;55;Usługi hotelarskie i restauracyjne;227
2024-10;50;Usługi napraw i konserwacji;221
2024-10;66;Usługi finansowe i ubezpieczeniowe;216
2024-10;38;Sprzęt laboratoryjny i naukowy;204
2024-10;85;Usługi zdrowotne i społeczne;199
2024-10;32;Sprzęt elektroniczny i telekomunikacyjny;169
2024-10;80;Usługi edukacyjne;168
2024-10;64;Usługi pocztowe i telekomunikacyjne;126
2024-10;44;Materiały budowlane;113
2024-10;31;Sprzęt elektryczny;106
2024-10;72;Usługi informatyczne;101
2024-10;60;Usługi transportu drogowego;100
2024-10;77;Usługi rolnicze i leśne;87
2024-10;3;Produkty rolne, łowieckie i rybne;84
2024-10;42;Maszyny przemysłowe;83
2024-10;98;Pozostałe usługi komunalne i osobiste;73
2024-10;35;Sprzęt bezpieczeństwa i ochrony;65
2024-10;24;Produkty chemiczne;61
2024-10;18;Odzież i obuwie;55
2024-10;22;Drukowane materiały i produkty poligraficzne;55
2024-10;14;Górnictwo i minerały;50
2024-10;16;Maszyny rolnicze;48
2024-10;92;Usługi rekreacyjne i kulturalne;47
2024-10;37;Sprzęt sportowy i rekreacyjny;43
2024-10;43;Maszyny górnicze;31
2024-10;63;Usługi spedycji i logistyki;18
2024-10;70;Usługi w zakresie nieruchomości;18
2024-10;19;Wyroby skórzane i tekstylne;16
2024-10;75;Usługi administracji publicznej;15
2024-10;73;Usługi badawczo-rozwojowe;12
2024-10;51;Usługi instalacyjne;11
2024-10;65;Usługi komunalne (gaz, woda, energia);2
2024-11;45;Roboty budowlane;1227
2024-11;15;Artykuły spożywcze i napoje;1201
2024-11;90;Usługi środowiskowe i sanitarne;1031
2024-11;9;Produkty naftowe, paliwa i energia;828
2024-11;33;Sprzęt medyczny i farmaceutyczny;741
2024-11;30;Sprzęt komputerowy i biurowy;560
